Frame name,Datetime,Fork name,Disc.,Sizes,date,Frame code,Fork code,RefreshTimeUTC
MARVEL 30.12 THINK2,2013-01-15 00:00:00, , , , , , ,2019-09-01 14:15:20
SYNAPSE HM,2013-01-14 00:00:00,Synapse HM,RD,48 - 61 (7),14.01.2013,CANN-SYHM-RD,CANN-SYHM-RD,2019-09-01 14:15:20
INFINITO CV,2012-12-19 00:00:00,C1605420,RD,47 - 63 (8),19.12.2012,BIAN-INCV-RD,BIAN-INCV-RD,2019-09-01 14:15:20
DOGMAK THINK2,2012-12-12 00:00:00,OndaK,RD,420 - 550 (8),12.12.2012,PINA-1017-RD,PINA-1017-RD,2019-09-01 14:15:20
SCULTURA LITE,2012-12-12 00:00:00,FK-M-07 /, , , , , ,2019-09-01 14:15:20
MARCELLO SLK1 FCM938,2012-12-11 00:00:00,Marcello SLK1,RD,48 - 61 (6),11.12.2012,RAIK-SLK1-RD,RAIK-SLK1-RD,2019-09-01 14:15:20
MARCELLO SLK3 FCM660,2012-12-11 00:00:00,Marcello SLK3,RD,47 - 60 (7),11.12.2012,RAIK-SLK3-RD,RAIK-SLK3-RD,2019-09-01 14:15:20
CHRONO TT,2012-12-10 00:00:00,Chrono TT,TT,"51,5 - 55,5 (3)",10.12.2012,VITU-CHRO-TT,VITU-CHRO-TT,2019-09-01 14:15:20
ADDICT,2012-12-10 00:00:00,Addict,RD,XXS - XXL (7),10.12.2012,SCOT-ADDI-RD,SCOT-ADDI-RD,2019-09-01 14:15:20
FM90  S3,2012-12-04 00:00:00,FK42,RD, , , ,CERV-FK42-RD,2019-09-01 14:15:20
RQC32  TR003,2012-10-26 00:00:00, , , , , , ,2019-09-01 14:15:20
RQC30,2012-10-26 00:00:00,RC52S,RD,460 - 580 (5),26.10.2012,GGC-QC30-RD,GGC-C52S-RD,2019-09-01 14:15:20
REACTO EVO,2012-10-24 00:00:00,Reacto Evo SL Fork, , , , , ,2019-09-01 14:15:20
TACTIC,2012-10-18 00:00:00,TACTIC,RD,48 - 60.5 (6),18.10.2012,NORC-TACT-RD,-,2019-09-01 14:15:20
P3,2012-10-16 00:00:00,TT,CERV-FK41-TT, , , , ,2019-09-01 14:15:20
KONOS,2012-10-16 00:00:00,KONOS,TT,500 - 580 (4),16.10.2012,BAS-KON-TT,-,2019-09-01 14:15:20
WARP TT,2012-10-16 00:00:00,WARP TT-2,S / M / L, , , , ,2019-09-01 14:15:20
NORCOM,2012-10-16 00:00:00,NORCOM,TT,490 - 570 (5),16.10.2012,FUJI-NRCM-TT,FUJI-NRCM-TT,2019-09-01 14:15:20
VITESSE SEAN KELLY,2012-10-11 00:00:00, , , , , , ,2019-09-01 14:15:20
XNIGHT YDB25,2012-10-05 00:00:00, , , , , , ,2019-09-01 14:15:20
TEAMMACHINE SLR02,2012-10-02 00:00:00,TeamMachine SLR02,TeamMachine RD,48 - 60 (5),02.10.2012,BMC-SLR2-RD,BMC-TEAM-RD,2019-09-01 14:15:20
TEAMMACHINE SLR01,2012-10-02 00:00:00,TeamMachine SLR01,TeamMachine RD,48 - 61 (6),02.10.2012,BMC-SLR1-RD,BMC-TEAM-RD,2019-09-01 14:15:20
TRACKMACHINE TR02,2012-09-26 00:00:00,TrackMachine TR02,Track Fork TR,XS - L (4),26.09.2012,BMC-TR02-TR,BMC-TR-TR,2019-09-01 14:15:20
RIDE SL,2012-09-26 00:00:00,WARP TT,RD, , , ,MERI-WF-TT,2019-09-01 14:15:20
LIZ CARBON,2012-09-25 00:00:00,Liz Carbon Fork,RD,XXS - M (4),25.09.2012,RID-LIZC-RD,-,2019-09-01 14:15:20
R3 MUD,2012-09-25 00:00:00,FK33,RD, , , ,CERV-FK33-RD,2019-09-01 14:15:20
R9,2012-09-13 00:00:00,R9,RD,XS - XL (5),13.09.2012,RID-R9-RD,-,2019-09-01 14:15:20
SIGNATURE,2012-09-11 00:00:00,Signature, , , , , ,2019-09-01 14:15:20
CARRERA SL730,2012-09-06 00:00:00, , , , , , ,2019-09-01 14:15:20
CRUX CARBON DISC,2012-09-03 00:00:00,Crux Carbon Disc, , , , , ,2019-09-01 14:15:20
BURA SL,2012-09-03 00:00:00,Bura SL,RD,490 - 580 (5),03.09.2012,NPR-BURA-RD,-,2019-09-01 14:15:20
ALLEZ 650,2012-08-27 00:00:00,ALLEZ 650,RD,45 (1),27.08.2012,SPE-A650-RD,-,2019-09-01 14:15:20
ASTRA,2012-08-13 00:00:00,ASTRA,RD,450 - 610 (7),13.08.2012,BAS-AST-RD,-,2019-09-01 14:15:20
DIAMANTE,2012-08-13 00:00:00,DIAMANTE,RD,450 - 610 (7),13.08.2012,BAS-DIA-RD,-,2019-09-01 14:15:20
ULTIMATE CF SLX R20,2012-07-25 00:00:00,RD,XS - XXXL (7), , , , ,2019-09-01 14:15:20
ULTIMATE CF SL R22,2012-07-25 00:00:00,RD,XS - XXXL (7), , , , ,2019-09-01 14:15:20
HELIOS C SERIES,2012-07-19 00:00:00,Helios C,RD,46 - 58 (6),19.07.2012,PTIS-HECS-RD,PTIS-HECS-RD,2019-09-01 14:15:20
CELTIC CROSS,2012-07-19 00:00:00,Celtic Cross,CX,Custom,19.07.2012,SHAM-CELT-CX,-,2019-09-01 14:15:20
G27-12,2012-07-17 00:00:00,G27-12,TR,"70, 100 (2)",17.07.2012,-,-,2019-09-01 14:15:20
ALTAMIRA CX,2012-07-17 00:00:00,Altamira CX,CX,49 - 60 (6),17.07.2012,FUJI-ALCX-CX,-,2019-09-01 14:15:20
RL8,2012-07-13 00:00:00,RIS9,RD,390 - 540 (6),13.07.2012,BSC-RL8-RD,-,2019-09-01 14:15:20
ARROW ONE,2012-07-13 00:00:00,Arrow One,RD,46 - 58 (5),13.07.2012,CULP-AONE-RD,CULP-AONE-RD,2019-09-01 14:15:20
HELIOS A SERIES,2012-07-13 00:00:00,Helios A,RD,48 - 58 (6),13.07.2012,PTIS-HEAS-RD,PTIS-HEAS-RD,2019-09-01 14:15:20
RCA  R7  R5,2012-07-12 00:00:00,RD,CERV-FK35-RD, , , , ,2019-09-01 14:15:20
BOND,2012-07-04 00:00:00,LOGOS,RD,XS - XL (5),04.07.2012,DIAM-BOND-RD,-,2019-09-01 14:15:20
TR9,2012-06-29 00:00:00,TR9,TR,S - L (5),29.06.2012,BSC-TR9-TR,-,2019-09-01 14:15:20
B10,2012-06-29 00:00:00,G27-10,TR,One size,29.06.2012,FES-B10-TR,-,2019-09-01 14:15:20
FCX CROSS,2012-06-27 00:00:00,FCX CROSS,CX,475 - 560 (4),27.06.2012,PINA-1127-CX,-,2019-09-01 14:15:20
PROPEL ADV W,2012-06-26 00:00:00,Propel Adv W /, , , , , ,2019-09-01 14:15:20
PAVO 3,2012-06-19 00:00:00,PAVO 3,RD,49 - 61 (5),19.06.2012,SIMP-PAV3-RD,SIMP-PAV3-RD,2019-09-01 14:15:20
675,2012-06-18 00:00:00,675,RD,XS - XL (5),18.06.2012,LOOK-675-RD,-,2019-09-01 14:15:20
PROTOS,2012-06-12 00:00:00,FK PRO,RD,XXS - XXXL (8),12.06.2012,DER-PRO-RD,-,2019-09-01 14:15:20
PROPEL ADV SL ISP,2012-06-12 00:00:00,Propel Adv SL,RD,XS - XL (7),12.06.2012,GIAN-PASI-RD,-,2019-09-01 14:15:20
BAYAMO,2012-06-11 00:00:00,Bayamo+,TT,XS - XL (5),11.06.2012,NPR-BAYA-TT,-,2019-09-01 14:15:20
CX6,2012-06-07 00:00:00,CX6,CX,510 - 550 (3),07.06.2012,BSC-CX6-CX,-,2019-09-01 14:15:20
FENIX,2012-06-05 00:00:00,Fenix Fork,RD,XXS - XL (6),05.06.2012,RID-FEN-RD,-,2019-09-01 14:15:20
GF02 DISC,2012-06-01 00:00:00,Time Machine Road, , , , , ,2019-09-01 14:15:20
HELIUM SL  HELIUM,2012-05-31 00:00:00,Helium SL / Helium,RD,XS - XL (5),31.05.2012,RID-HESL-RD,-,2019-09-01 14:15:20
ETT,2012-05-31 00:00:00,ETT Fork,TT,710 - 830 (5),31.05.2012,EMC-ETT-TT,-,2019-09-01 14:15:20
CORSA DR,2012-05-29 00:00:00,Corsa DR Fork,RD,50.5 - 59.5 (7),29.05.2012,AVNT-CDR-RD,AVNT-CDR-RD,2019-09-01 14:15:20
FLUIDITY,2012-05-24 00:00:00,TF03,RD,XXS - XL (6),24.05.2012,TIME-FLU-RD,TIME-TF03-RD,2019-09-01 14:15:20
FLUIDITY S,2012-05-24 00:00:00,TF03,RD,XXS - XL (6),24.05.2012,TIME-FLUS-RD,TIME-TF03-RD,2019-09-01 14:15:20
C1605412,2012-05-21 00:00:00,C1605412,TT,taille unique,21.05.2012,-,BIAN-412-TT,2019-09-01 14:15:20
NXRS,2012-05-18 00:00:00,TF03,RD,XXS - XL (6),18.05.2012,TIME-NXRS-RD,TIME-TF03-RD,2019-09-01 14:15:20
XELIUS EFI,2012-05-15 00:00:00,RD, , , , , ,2019-09-01 14:15:20
ORDU,2012-05-15 00:00:00,ORDU,TT,"S, M, L",15.05.2012,ORB-ORDU-TT,ORB-ORDU-TT,2019-09-01 14:15:20
EMX525,2012-05-10 00:00:00,EMX-525 Fork,RD,50 - 60 (6),10.05.2012,EMC-E525-RD,-,2019-09-01 14:15:20
CENTO1 SR,2012-05-09 00:00:00,XS - XXL (6), ,XS - XXL (6), , , ,2019-09-01 14:15:20
UKSI 2008,2012-05-09 00:00:00,"UKSI Fork MK3, MK4",TT,XXS - XXL (7),09.05.2012,MET-UKSI-TT,-,2019-09-01 14:15:20
MAAT,2012-05-07 00:00:00,MAAT,TR,425 - 500 (5),07.05.2012,PINA-1007-TR,-,2019-09-01 14:15:20
T1,2012-04-24 00:00:00,T1, , , , , ,2019-09-01 14:15:20
LEGEND,2012-04-20 00:00:00,Legend,RD,48 - 62 (7),20.04.2012,KEST-LEG-RD,-,2019-09-01 14:15:20
TTQC29  TT001,2012-04-18 00:00:00, , , , , , ,2019-09-01 14:15:20
TRACK ELITE,2012-04-18 00:00:00,Track Elite,TR,490 - 610 (6),18.04.2012,FUJI-TREL-TR,-,2019-09-01 14:15:20
ZXRS,2012-04-11 00:00:00,TF03,RD,XXS - XL (6),11.04.2012,TIME-ZXRS-RD,TIME-TF03-RD,2019-09-01 14:15:20
-,2012-04-11 00:00:00,-,TT,taille unique,11.04.2012,-,BIAN-408-TT,2019-09-01 14:15:20
SEMPRE 2013,2012-04-11 00:00:00,C1605403,RD,470 - 610 (7),11.04.2012,BIAN-SEM2-RD,-,2019-09-01 14:15:20
NXIO,2012-04-11 00:00:00,NXIO,RD,500 - 600 (5),11.04.2012,SIMP-NXIO-RD,SIMP-NXIO-RD,2019-09-01 14:15:20
CADENT ER2,2012-03-21 00:00:00,"M/L, L, XL (6)", ,RD, , , ,2019-09-01 14:15:20
RQC29  TR001,2012-03-20 00:00:00, , , , , , ,2019-09-01 14:15:20
TCR ALUXX MY2012,2012-03-02 00:00:00,TCR Aluxx MY2012,RD,XS - XL (6),02.03.2012,GIAN-TALU-RD,-,2019-09-01 14:15:20
L96  R96,2012-02-29 00:00:00,L96 / R96,TR,XXS - M (4),29.02.2012,LOOK-PT91-TR,-,2019-09-01 14:15:20
ULTRALIGHT,2012-02-17 00:00:00,Ultralight,RD,XS - XL (5),17.02.2012,BHB-ULTR-RD,-,2019-09-01 14:15:20
SEMPRE,2012-01-31 00:00:00,FN38, , , , , ,2019-09-01 14:15:20
K.ZERO,2012-01-27 00:00:00,K.Zero,TT,XS - L (4),27.01.2012,COLN-TICT-TT,-,2019-09-01 14:15:20
INFINITO,2012-01-19 00:00:00,FF35,RD,47 - 61 (7),19.01.2012,BIAN-INFI-RD,-,2019-09-01 14:15:20
DOMANE 6  5 SERIES,2012-01-18 00:00:00,carbon E2, , , , , ,2019-09-01 14:15:20
OLTRE,2012-01-18 00:00:00, , , , , , ,2019-09-01 14:15:20
ZERO7  ZERO9,2012-01-05 00:00:00,ZERO7 / ZERO9, ,XS r - XXL r (6), , , ,2019-09-01 14:15:20
IMPULSO,2012-01-03 00:00:00,FN11,RD,44 - 63 (10),03.01.2012,BIAN-IMP-RD,-,2019-09-01 14:15:20
P5,2011-12-21 00:00:00,FK37, , , , , ,2019-09-01 14:15:20
T4,2011-12-21 00:00:00,FK24 / FK22,TR,51 - 58 (4),21.12.2011,CERV-T4-TR,-,2019-09-01 14:15:20
RALEIGH MILITIS,2011-12-19 00:00:00,Raleigh,RD,500 - 620 (6),19.12.2011,RAL-MILI-RD,-,2019-09-01 14:15:20
GIGADRIVE,2011-12-09 00:00:00,FK-M-04,RD,50 - 62 (6),09.12.2011,CENT-GIGA-RD,-,2019-09-01 14:15:20
SCULTURA SL,2011-12-09 00:00:00,FK-M-04,RD,XXS - XL (8),09.12.2011,MERI-SCSL-RD,-,2019-09-01 14:15:20
SCULTURA PRO,2011-12-09 00:00:00,FK-M-04,RD,XXS - XL (7),09.12.2011,MERI-SCPR-RD,-,2019-09-01 14:15:20
ROUBAIX,2011-12-05 00:00:00,Roubaix,RD,49 - 61 (8),05.12.2011,SPE-RBX-RD,-,2019-09-01 14:15:20
SCULTURA COMP,2011-12-05 00:00:00,MIC-R01-FK-X0,RD,XXS - XL (7),05.12.2011,MERI-SCCO-RD,-,2019-09-01 14:15:20
ULTIMAX,2011-11-30 00:00:00,ULTIMAX,RD,S - XXL (5),30.11.2011,JORB-ULMX-RD,-,2019-09-01 14:15:20
ULTIMATE CF SLX R15,2011-11-27 00:00:00,One One Four SLX F10,RD,50 - 64 (8),27.11.2011,CANY-R15-RD,CANY-F10-RD,2019-09-01 14:15:20
ULTIMATE CF R14,2011-11-27 00:00:00,One One Four SLX F10,RD,50 - 64 (8),27.11.2011,CANY-R14-RD,CANY-F10-RD,2019-09-01 14:15:20
695,2011-11-24 00:00:00,HSC7,RD,XS - XXL (6),24.11.2011,LOOK-695-RD,-,2019-09-01 14:15:20
AEROAD CF R19,2011-11-24 00:00:00,Aeroblade SL F13,RD,XS - XXL (6),24.11.2011,CANY-R19-RD,CANY-F13-RD,2019-09-01 14:15:20
AEROAD CF R16,2011-11-24 00:00:00,Aeroblade SL F13,RD,XS - XXL (6),24.11.2011,CANY-R16-RD,CANY-F13-RD,2019-09-01 14:15:20
DIABLO,2011-11-18 00:00:00,Diablo,RD,49 - 60 (6),18.11.2011,NPR-DIAB-RD,-,2019-09-01 14:15:20
TRACK ONE,2011-11-18 00:00:00,Track One,TR,"49, 51, 54",18.11.2011,PRIN-TRAK-TR,-,2019-09-01 14:15:20
ALIZE  NAZARE,2011-11-18 00:00:00,Alize / Nazare,RD,49 - 60 (6),18.11.2011,NPR-ALIZ-RD,-,2019-09-01 14:15:20
TT ONE,2011-11-18 00:00:00,TT One,TT,"49, 51, 54",18.11.2011,PRIN-TTO-TT,-,2019-09-01 14:15:20
RIS9,2011-11-14 00:00:00,RIS9,RD,430 - 550 (5),14.11.2011,BSC-RIS9-RD,-,2019-09-01 14:15:20
ULTRAVOX RS1,2011-11-09 00:00:00,Ultravox RS-1 /fk,RD,465 - 590 (6),09.11.2011,SCT-UVOX-RD,-,2019-09-01 14:15:20
CYCLO CROSS,2011-11-09 00:00:00, , , , , , ,2019-09-01 14:15:20
CYCLO CROSS CARBON,2011-11-09 00:00:00,Cyclo Cross Carbon,CX,48 - 61 (5),09.11.2011,CENT-CCC-CX,-,2019-09-01 14:15:20
GRANFONDO 01,2011-11-08 00:00:00,Granfondo 01,Granfondo RD,48 - 61 (6),08.11.2011,BMC-GF01-RD,BMC-GF-RD,2019-09-01 14:15:20
GENNIX R2,2011-11-08 00:00:00,Gennix Uni-T OS,RD,XS - XXL (6),08.11.2011,GARN-GNR2-RD,GARN-GNR2-RD,2019-09-01 14:15:20
GENNIX R1,2011-11-08 00:00:00,Gennix Uni-T OS,RD,XS - XXL (6),08.11.2011,GARN-GNR1-RD,GARN-GNR1-RD,2019-09-01 14:15:20
X85,2011-11-08 00:00:00,Fork X85,CX,S - XL (4),08.11.2011,LOOK-X85-CX,-,2019-09-01 14:15:20
GRANFONDO 02,2011-11-07 00:00:00,Granfondo 02,Granfondo RD,48 - 61 (6),07.11.2011,BMC-GF02-RD,BMC-GF-RD,2019-09-01 14:15:20
MEGADRIVE CARBON,2011-10-28 00:00:00,EGM-FK-03,RD,50 - 62 (6),28.10.2011,CENT-MEGA-RD,-,2019-09-01 14:15:20
REACTO,2011-10-28 00:00:00,FK-M-02 / FK-M-03,RD,XS - XL (6),28.10.2011,MERI-REAC-RD,-,2019-09-01 14:15:20
CX RACER,2011-10-28 00:00:00,-,CX,XS - XL (5),28.10.2011,CLO-CXR-CX,-,2019-09-01 14:15:20
B11,2011-10-14 00:00:00,-,TR,"S, M (2)",14.10.2011,FES-B11-TR,-,2019-09-01 14:15:20
AGFM02  LSERIES,2011-09-26 00:00:00,AGF-M02 / L-Series,RD,S - XL (5),26.09.2011,LITE-AGF2-RD,-,2019-09-01 14:15:20
VIPERA TEAM ISSUE,2011-09-08 00:00:00,Vipera Team Issue,RD,490 - 580 (5),08.09.2011,DEPO-VIPE-RD,-,2019-09-01 14:15:20
RQC31  TR002,2011-09-08 00:00:00, , , , , , ,2019-09-01 14:15:20
TEE TEE TRACK,2011-08-25 00:00:00,Tee Tee Track,TR,"S, M, L (3)",25.08.2011,KOGA-TEE-TR,-,2019-09-01 14:15:20
CHRONO EVO 2,2011-08-19 00:00:00,"S, S/M, M,", , , , , ,2019-09-01 14:15:20
TF3 1.2,2011-07-28 00:00:00,REFLEX,RD,XS - XXL (6),28.07.2011,FOND-TF3-RD,-,2019-09-01 14:15:20
DEFY ADV SL ISP,2011-07-27 00:00:00, , , , , , ,2019-09-01 14:15:20
MMR ATTACK,2011-07-26 00:00:00,MMR F-CX-19,CX,XS - XXL (6),26.07.2011,SLS-MMR-CX,-,2019-09-01 14:15:20
FOCUS IZALCO,2011-07-20 00:00:00,Rigida ProFOCUS, , , , , ,2019-09-01 14:15:20
CONQUEST TEAM,2011-07-07 00:00:00, , , , , , ,2019-09-01 14:15:20
BELADOR,2011-07-07 00:00:00,-,RD,XS - XL (5),07.07.2011,BERR-BELA-RD,-,2019-09-01 14:15:20
REVELATOR,2011-06-27 00:00:00,Revelator,RD,520 - 590 (4),27.06.2011,KTM-REVE-RD,-,2019-09-01 14:15:20
TIME MACHINE,2011-06-21 00:00:00,Time Machine, , , , , ,2019-09-01 14:15:20
TWIN FOIL,2011-06-21 00:00:00,Twin Foil, , , , , ,2019-09-01 14:15:20
PISTA EVO 2,2011-06-17 00:00:00,Pista Evo 2 Fork, , , , , ,2019-09-01 14:15:20
S5  FM70,2011-06-17 00:00:00,FK26 / FK26L,RD,48 - 58 (6),17.06.2011,CERV-S5-RD,-,2019-09-01 14:15:20
LEO SL,2011-06-17 00:00:00,Carbon Super Leggera,RD,"S, M, L, XL (4)",17.06.2011,DEVI-LEO-RD,-,2019-09-01 14:15:20
MADONE 4 SERIES,2011-06-15 00:00:00,Bontrager Race Lite E2,RD,44 - 62 (9),15.06.2011,TREK-MAD4-RD,-,2019-09-01 14:15:20
SPEED CONCEPT 9 SERIES,2011-06-14 00:00:00,Speed concept 9 Series, , , , , ,2019-09-01 14:15:20
MADONE 3 SERIES,2011-06-03 00:00:00,Bontrager SC KVF Full, , , , , ,2019-09-01 14:15:20
AEROSTORM,2011-06-03 00:00:00,LPF01,TT, , , ,LAPI-LPF1-RD,2019-09-01 14:15:20
TCR ADV SL ISP,2011-06-01 00:00:00, , , , , , ,2019-09-01 14:15:20
TCR ADV SL REG,2011-06-01 00:00:00, , , , , , ,2019-09-01 14:15:20
JONATHAN GREENE,2011-05-30 00:00:00,Team Greene,RD,custom-built,30.05.2011,JONA-GREE-RD,-,2019-09-01 14:15:20
NOAH IBS,2011-05-26 00:00:00,IBS Fork,RD,XS - XL (5),26.05.2011,RID-NOAH-RD,-,2019-09-01 14:15:20
MR.T,2011-05-25 00:00:00,Mr.T,TT,500 - 590 (4),25.05.2011,SIMP-MRT-TT,SIMP-MRT-TT,2019-09-01 14:15:20
RD,2011-05-23 00:00:00,RD,RD,custom-built,23.05.2011,ZANC-RD-RD,-,2019-09-01 14:15:20
PAVO,2011-05-20 00:00:00,S9.1,RD,50 - 65 (6),20.05.2011,SIMP-PAVO-RD,-,2019-09-01 14:15:20
SERUM,2011-05-20 00:00:00,Simplon Serum,RD,48 - 62 (5),20.05.2011,SIMP-SERU-RD,-,2019-09-01 14:15:20
LOGOS,2011-05-19 00:00:00,LOGOS,RD,XS - XL (5),19.05.2011,DIAM-LGS-RD,-,2019-09-01 14:15:20
FOCUS CAYO EVO 2012,2011-05-16 00:00:00,FOCUS Cayo Evo, , , , , ,2019-09-01 14:15:20
CX,2011-05-13 00:00:00,CX,CX,custom-built,13.05.2011,ZANC-CX-CX,-,2019-09-01 14:15:20
RICHARD SACHS,2011-05-11 00:00:00,Richard Sachs, , , , , ,2019-09-01 14:15:20
TEE TEE,2011-05-10 00:00:00,Tee Tee,TT,"S, M, L (3)",10.05.2011,KOGA-TEE-TT,-,2019-09-01 14:15:20
FOIL,2011-05-09 00:00:00,Foil,RD,XXS - XXL (7),09.05.2011,SCOT-FOIL-RD,-,2019-09-01 14:15:20
R10 SUPERLITE,2011-05-06 00:00:00,FF4,RD,XS - XXL (6),06.05.2011,FOND-R10-RD,-,2019-09-01 14:15:20
2 SERIES ALUMINUM,2011-05-06 00:00:00,Bontrager Race,RD,44 - 64 (10),06.05.2011,TREK-MAD2-RD,-,2019-09-01 14:15:20
TF2 1.0,2011-04-20 00:00:00,FK - TF3,RD,XXS - XXL (7),20.04.2011,FOND-TF2-RD,-,2019-09-01 14:15:20
FPUNO  NEOR T6,2011-04-18 00:00:00,ONDA UD / ONDA,RD,440 - 620 (9),18.04.2011,PINA-FUNO-RD,-,2019-09-01 14:15:20
MADONE 5 6 6LL,2011-04-18 00:00:00,"Madone 5, 6, 6LL", , , , , ,2019-09-01 14:15:20
THINK2  RAZHA K,2011-04-13 00:00:00,ONDA ROKH / ONDA,RD,430 - 570 (7),13.04.2011,PINA-F747-RD,-,2019-09-01 14:15:20
TK,2011-04-07 00:00:00,TK,TR,52 - 60 (4),07.04.2011,FELT-TK1-TR,-,2019-09-01 14:15:20
FPDUE  RAZHA,2011-03-31 00:00:00,ONDA,RD,440 - 590 (7),31.03.2011,PINA-F737-RD,-,2019-09-01 14:15:20
FPQUATTRO  PARIS,2011-03-21 00:00:00,ONDA FPK1,RD,425 - 595 (14),21.03.2011,PINA-F757-RD,-,2019-09-01 14:15:20
E116,2011-03-15 00:00:00,E-116,TT,49 - 55 (4),15.03.2011,AR18-E116-TT,AR18-E116-TT,2019-09-01 14:15:20
E118,2011-03-15 00:00:00,E-118,TT,49 - 55 (4),15.03.2011,AR18-E118-TT,AR18-E118-TT,2019-09-01 14:15:20
SLICE RS,2011-03-14 00:00:00,Slice RS,TT,50 - 58 (5),14.03.2011,CANN-SLICE-TT,CANN-SLICE-TT,2019-09-01 14:15:20
PLASMA 3,2011-03-11 00:00:00,Plasma 3,TT,"S, M, L (3)",11.03.2011,SCOT-PLA3-TT,-,2019-09-01 14:15:20
65.1 THINK2,2011-03-09 00:00:00, , , , , , ,2019-09-01 14:15:20
SUPER SIX EVO,2011-03-04 00:00:00,Super Six Evo,RD,48 - 63 (9),04.03.2011,CANN-S6E-RD,CANN-S6E-RD,2019-09-01 14:15:20
VIF,2011-03-03 00:00:00,Corima Fork,TR,49 - 61 (custom-built),03.03.2011,CORI-VIF-TR,CORI-VIF-TR,2019-09-01 14:15:20
DA,2011-03-03 00:00:00,TT,FELT-BAY4-TT, , , , ,2019-09-01 14:15:20
(C1605408),NaT,(C1605408), , , , , ,2019-09-01 14:15:20
2015,NaT, , , , , , ,2019-09-01 14:15:20
ADV RIM BRAKE MY19,NaT, , , , , , ,2019-09-01 14:15:20
ANGLIRU,NaT, , , , , , ,2019-09-01 14:15:20
CALIPER,NaT,E2, , , , , ,2019-09-01 14:15:20
CANTI,NaT,canti, , , , , ,2019-09-01 14:15:20
CARBON,NaT, , , , , , ,2019-09-01 14:15:20
CARBON DISC,NaT, , , , , , ,2019-09-01 14:15:20
CARRERA SL950,NaT, , , , , , ,2019-09-01 14:15:20
CENTO10PRO,NaT,CENTO10PRO, , , , , ,2019-09-01 14:15:20
CENTO10PRO DISC,NaT,CENTO10PRO DISC, , , , , ,2019-09-01 14:15:20
CONCEPT R1,NaT,CONCEPT R1, , , , , ,2019-09-01 14:15:20
CONQUEST PRO,NaT, , , , , , ,2019-09-01 14:15:20
CRUX CARBON CANTI,NaT,Crux Carbon Canti, , , , , ,2019-09-01 14:15:20
DEFY ADV MY19,NaT, , , , , , ,2019-09-01 14:15:20
DISC,NaT, , , , , , ,2019-09-01 14:15:20
DISC BRAKE,NaT,Carbon DISC fork, , , , , ,2019-09-01 14:15:20
DISC MY19,NaT, , , , , , ,2019-09-01 14:15:20
DISC R052,NaT,One One Four SLXDisc F043,CANY-F043-RD, , , ,CANY-F043-RD,2019-09-01 14:15:20
DISC R055,NaT,One One Four SLXDisc F043,CANY-F043-RD, , , ,CANY-F043-RD,2019-09-01 14:15:20
DISC R057,NaT,One One Eight SL Disc F044,CANY-F044-RD, , , ,CANY-F044-RD,2019-09-01 14:15:20
DIVA CAPELLA,NaT,& DIVA Capella, , , , , ,2019-09-01 14:15:20
DOGMA 65.1,NaT, , , , , , ,2019-09-01 14:15:20
DOGMA F10 XLIGHT,NaT,Dogma F10 X-LIGHT, , , , , ,2019-09-01 14:15:20
DOGMA2  DOGMA,NaT, , , , , , ,2019-09-01 14:15:20
DOMANE 1 2 3,NaT, , , , , , ,2019-09-01 14:15:20
DOMANE ROUBAIX,NaT, , , , , , ,2019-09-01 14:15:20
E118 TRI,NaT,E-118 Tri+, , , , , ,2019-09-01 14:15:20
EGM RR 13,NaT, , , , , , ,2019-09-01 14:15:20
EGM RR15,NaT, , , , , , ,2019-09-01 14:15:20
ELEMENT SL,NaT,ELEMENT SL, , , , , ,2019-09-01 14:15:20
ELEMENT SL DISC,NaT,Element SL Disc, , , , , ,2019-09-01 14:15:20
ENVIE ADVANCED,NaT,TCX Adv disc 15mm, , , , , ,2019-09-01 14:15:20
ENVILIV ADV PRO DISC,NaT, , , , , , ,2019-09-01 14:15:20
FENIX SLX DISC,NaT,Fenix SLX Disc, , , , , ,2019-09-01 14:15:20
FLITE MSD700 DY17,NaT,Flite CA Fork DY17, , , , , ,2019-09-01 14:15:20
FOCUS IZALCO RACE,NaT,FOCUS Izalco Race, , , , , ,2019-09-01 14:15:20
GALLIUM CALIPER,NaT, , , , , , ,2019-09-01 14:15:20
GALLIUM DISC,NaT, , , , , , ,2019-09-01 14:15:20
GAN RS,NaT,Gan RS, , , , , ,2019-09-01 14:15:20
GTS TEAM  GTS SL,NaT,GTS Team / GTS SL, , , , , ,2019-09-01 14:15:20
HELIUM X,NaT,Helium X, , , , , ,2019-09-01 14:15:20
KING,NaT,KING, , , , , ,2019-09-01 14:15:20
KING DISK,NaT,KING DISK, , , , , ,2019-09-01 14:15:20
KRYPTON GF,NaT,KRYPTON GF /, , , , , ,2019-09-01 14:15:20
KRYPTON PRO,NaT,KRYPTON PRO, , , , , ,2019-09-01 14:15:20
KÜDÜ DISC,NaT,Küdü Disc, , , , , ,2019-09-01 14:15:20
LCR,NaT,LCF,LAIL-LCR-RD,LAIL-LCF-RD, ,LAIL-LCR-RD,LAIL-LCF-RD,2019-09-01 14:15:20
LIGHT,NaT,LIGHT, , , , , ,2019-09-01 14:15:20
MARVEL  RAZHA,NaT, , , , , , ,2019-09-01 14:15:20
MAX,NaT,MAX, , , , , ,2019-09-01 14:15:20
MIRACLE,NaT, , , , , , ,2019-09-01 14:15:20
